Date,Average temperature,Average dewpoint,Average windspeed,Average direction,Rainfall for year,Maximum temperature,Maximum humidity,Maximum pressure,Maximum windspeed ,Maximum heat index,Average humidity,Average barometer,Average gustspeed,Rainfall for month,Maximum rain per minute,Minimum temperature,Minimum humidity,Minimum pressure,Maximum gust speed
11/05/2018,52.7,42.9,3.0,282,2.38,65.5,95,29.519,11.5,65.5,71,29.4,5.2,1.22,0.01,41.1,31,29.339,17.3
12/05/2018,85,29.6,4.9,1.38,0.01,45.7,61,29.503,16.1,50.0,45.3,2.6,278,2.54,58.7,95,29.750,9.2,58.7
13/05/2018,49.4,43.8,3.0,281,2.56,56.9,94,29.788,10.4,56.9,81,29.7,5.1,1.40,0.01,42.8,63,29.666,13.8
14/05/2018,71,29.8,4.2,1.40,0.00,38.6,49,29.712,19.6,49.1,39.7,2.3,282,2.56,58.4,90,29.964,16.1,58.4
15/05/2018,49.8,35.9,1.7,282,2.57,64.8,93,30.033,10.4,64.8,64,29.9,3.3,1.41,0.01,31.2,21,29.719,13.8
16/05/2018,47,29.7,4.0,1.41,0.00,35.2,11,29.607,21.9,54.9,29.3,2.3,282,2.57,73.0,91,29.896,16.1,75.1
17/05/2018,56.8,24.0,3.2,282,2.57,74.7,75,29.713,17.3,74.9,36,29.5,5.3,1.41,0.00,34.9,8,29.362,26.5
18/05/2018,64,29.6,4.7,1.56,0.01,39.8,31,29.424,27.6,49.3,36.6,2.9,275,2.72,64.8,91,29.828,17.3,64.8
19/05/2018,41.6,38.4,2.3,282,2.80,45.2,93,30.083,11.5,45.2,88,29.9,4.3,1.64,0.01,38.5,79,29.683,13.8
20/05/2018,84,30.0,3.8,1.70,0.01,36.2,58,29.825,19.6,42.3,37.8,2.1,282,2.86,53.8,92,30.124,16.1,53.8
21/05/2018,52.5,35.5,2.7,282,2.87,71.1,95,29.976,16.1,76.7,61,29.8,4.5,1.71,0.01,32.5,13,29.587,21.9
22/05/2018,70,29.7,3.7,1.91,0.01,36.8,28,29.537,25.3,51.2,40.2,2.2,280,3.07,69.3,91,29.780,13.8,77.2
23/05/2018,51.7,37.6,2.2,282,3.11,66.3,91,29.902,20.7,66.1,61,29.7,3.6,1.95,0.01,35.8,28,29.586,26.5
24/05/2018,44,29.8,6.2,1.95,0.00,35.2,18,29.689,28.8,56.6,31.1,3.9,282,3.11,75.1,82,29.919,19.6,76.2
25/05/2018,59.2,32.2,2.3,282,3.11,79.2,79,29.877,16.1,78.2,42,29.7,4.2,1.95,0.00,36.8,11,29.569,24.2
26/05/2018,31,29.5,5.2,1.95,0.00,40.8,8,29.290,24.2,63.1,26.6,3.1,282,3.11,79.6,69,29.674,12.7,77.9
27/05/2018,60.6,35.0,4.3,282,3.11,73.5,62,29.643,16.1,77.3,39,29.5,7.0,1.95,0.00,47.0,20,29.362,24.2
28/05/2018,75,29.7,4.3,2.03,0.01,40.6,52,29.576,21.9,49.9,42.1,2.6,282,3.19,60.5,90,29.850,16.1,60.5
29/05/2018,52.3,35.7,3.9,281,3.19,63.4,91,29.801,16.1,63.4,57,29.7,6.6,2.03,0.00,39.6,34,29.541,24.2
30/05/2018,56,29.6,3.9,2.03,0.00,34.9,19,29.489,31.1,53.6,35.3,2.2,282,3.19,70.8,90,29.788,23.0,77.3
31/05/2018,63.4,32.2,3.8,282,3.19,76.3,72,29.597,16.1,76.8,34,29.5,6.6,2.03,0.00,44.2,13,29.364,24.2
1/06/2018,61.4,19.4,8.3,281,3.19,73.5,66,29.705,26.5,74.3,24,29.5,12.6,0.00,0.00,41.2,10,29.389,33.4
2/06/2018,26,29.9,8.0,0.00,0.00,43.9,10,29.680,26.5,58.3,22.9,4.7,281,3.19,68.9,54,30.037,17.3,75.6
3/06/2018,55.2,31.9,3.3,282,3.19,73.3,76,30.065,19.6,77.1,44,29.9,5.2,0.00,0.00,34.0,23,29.637,29.9
4/06/2018,26,29.6,7.0,0.00,0.00,46.8,9,29.472,27.6,66.0,26.4,4.1,282,3.19,81.6,54,29.808,16.1,79.3
5/06/2018,64.5,26.9,2.3,282,3.19,85.5,61,29.705,15.0,82.3,30,29.6,3.9,0.00,0.00,40.5,9,29.447,19.6
6/06/2018,38,29.6,4.8,0.00,0.00,41.8,8,29.408,20.7,63.9,35.5,2.7,282,3.19,81.6,64,29.693,16.1,79.5
7/06/2018,65.2,28.9,3.1,282,3.19,84.3,84,29.696,16.1,81.4,36,29.6,5.2,0.00,0.00,43.5,6,29.422,27.6
8/06/2018,22,29.7,5.3,0.00,0.00,39.9,6,29.479,26.5,64.6,18.9,3.2,282,3.19,83.8,49,29.794,17.3,81.0
9/06/2018,60.5,26.1,2.1,282,3.19,71.1,38,29.674,8.1,74.3,27,29.5,3.4,0.00,0.00,48.9,18,29.357,10.4
10/06/2018,15,29.3,11.9,0.00,0.00,44.5,6,29.174,34.5,68.3,14.7,7.8,282,3.19,81.6,46,29.441,25.3,79.3
11/06/2018,64.6,16.1,8.4,282,3.19,78.1,38,29.656,24.2,76.6,17,29.5,12.6,0.00,0.00,52.5,6,29.292,26.5
12/06/2018,37,29.7,4.8,0.00,0.00,36.8,18,29.617,18.4,59.9,31.1,2.5,281,3.19,76.1,69,29.800,10.4,76.8
13/06/2018,63.6,35.5,2.9,280,3.19,84.1,79,29.777,12.7,81.4,42,29.7,4.9,0.00,0.00,41.2,11,29.530,18.4
14/06/2018,20,29.4,11.3,0.00,0.00,54.7,13,29.255,34.5,74.8,29.6,7.3,281,3.19,83.6,41,29.570,21.9,80.8
15/06/2018,69.9,32.2,5.6,281,3.19,84.1,50,29.469,17.3,81.2,27,29.3,8.9,0.00,0.00,52.5,13,29.225,25.3
16/06/2018,53,29.4,3.9,0.08,0.01,49.9,20,29.235,26.5,61.5,42.5,2.3,282,3.27,80.1,89,29.458,17.3,78.8
17/06/2018,54.9,51.7,2.4,277,3.73,60.4,95,29.734,10.4,60.4,89,29.6,4.3,0.54,0.01,51.0,70,29.340,13.8
18/06/2018,78,29.7,3.6,0.56,0.01,49.9,48,29.566,13.8,58.5,51.1,1.9,272,3.75,70.1,95,29.769,10.4,77.3
19/06/2018,57.6,49.4,3.8,281,3.75,68.3,93,29.818,12.7,77.1,75,29.7,6.6,0.56,0.00,47.7,52,29.544,19.6
20/06/2018,65,29.8,4.1,0.56,0.00,42.2,31,29.730,18.4,56.4,43.6,2.2,282,3.75,68.6,91,29.921,11.5,77.4
21/06/2018,60.5,43.5,2.8,282,3.75,77.7,93,29.901,16.1,78.0,58,29.7,4.9,0.56,0.00,41.9,16,29.594,25.3
22/06/2018,35,29.6,8.2,0.56,0.00,51.6,10,29.396,31.1,64.2,31.9,4.9,282,3.75,77.4,76,29.695,19.6,76.8
23/06/2018,60.9,30.3,3.4,282,3.75,79.2,79,29.679,25.3,77.6,38,29.5,5.7,0.56,0.00,38.5,10,29.409,33.4
24/06/2018,77,29.7,4.5,0.73,0.01,43.2,54,29.491,20.7,51.7,44.3,2.6,282,3.92,60.4,93,29.942,13.8,60.4
25/06/2018,58.7,35.5,2.4,282,3.92,78.5,92,29.942,11.5,77.7,51,29.8,4.4,0.73,0.00,37.8,16,29.554,21.9
26/06/2018,28,29.6,6.7,0.73,0.00,39.9,8,29.418,26.5,68.3,26.5,3.8,281,3.92,89.7,75,29.738,17.3,85.7
27/06/2018,69.1,29.2,3.3,281,3.92,89.9,51,29.695,19.6,85.9,26,29.6,5.3,0.73,0.00,47.0,7,29.449,28.8
28/06/2018,25,29.4,7.5,0.73,0.00,45.5,6,29.219,34.5,71.0,24.3,5.0,281,3.92,90.5,61,29.651,20.7,86.5
29/06/2018,73.4,15.9,6.6,281,3.92,84.5,32,29.475,23.0,81.6,12,29.3,10.3,0.73,0.00,55.9,6,29.175,38.0
30/06/2018,54,29.6,5.2,0.75,0.01,43.8,26,29.457,19.6,55.8,38.4,3.1,282,3.94,66.9,81,29.814,13.8,66.9
1/07/2018,60.4,30.1,3.8,281,3.94,81.4,87,29.986,18.4,79.2,43,29.8,6.2,0.00,0.00,35.5,7,29.591,26.5
2/07/2018,29,29.6,5.8,0.00,0.00,39.5,8,29.460,26.5,65.1,26.7,3.7,280,3.94,85.1,64,29.814,15.0,82.0
3/07/2018,68.0,29.5,4.4,280,3.94,86.3,60,29.696,18.4,82.9,28,29.5,6.8,0.00,0.00,44.9,9,29.443,27.6
4/07/2018,42,29.8,5.5,0.00,0.00,48.2,9,29.553,27.6,65.9,38.1,3.3,281,3.94,84.5,78,29.988,23.0,81.5
5/07/2018,62.0,45.7,2.5,282,3.94,74.0,86,30.177,11.5,77.5,57,30.1,4.5,0.00,0.00,46.8,31,29.913,17.3
6/07/2018,45,30.0,3.8,0.00,0.00,42.8,19,29.803,17.3,65.1,39.4,2.0,282,3.94,83.0,86,30.214,11.5,80.7
7/07/2018,65.3,41.5,1.8,282,3.99,85.5,75,29.974,19.6,82.3,47,29.8,3.2,0.05,0.01,46.7,15,29.640,31.1
8/07/2018,51,29.8,5.8,0.23,0.05,47.7,16,29.662,28.8,66.8,43.8,3.5,281,4.17,88.6,82,29.902,21.9,84.9
9/07/2018,67.5,42.1,2.6,282,4.17,82.6,94,30.015,13.8,80.2,49,29.8,4.4,0.23,0.00,49.5,15,29.735,19.6
10/07/2018,39,29.7,4.3,0.23,0.00,46.1,17,29.552,20.7,68.8,39.0,2.6,281,4.17,87.6,74,29.873,15.0,84.2
11/07/2018,68.9,38.2,3.6,281,4.17,85.9,78,29.788,15.0,82.7,37,29.6,5.8,0.23,0.00,46.4,15,29.481,20.7
12/07/2018,61,29.7,2.8,0.37,0.01,49.5,28,29.572,13.8,60.5,46.2,1.6,282,4.31,75.4,88,29.925,10.4,77.6
13/07/2018,62.5,44.4,2.0,282,4.32,78.1,93,29.987,13.8,78.5,56,29.9,3.4,0.38,0.01,43.9,27,29.720,19.6
14/07/2018,47,29.7,4.1,0.38,0.00,46.2,22,29.561,19.6,67.6,42.5,2.3,281,4.32,84.9,89,29.883,13.8,82.1
15/07/2018,56.9,50.0,2.0,282,4.51,63.2,94,29.993,10.4,63.2,78,29.8,3.7,0.57,0.01,50.4,54,29.633,13.8
16/07/2018,66,29.9,3.9,0.59,0.01,43.6,20,29.707,27.6,61.3,47.2,2.4,281,4.53,80.7,96,29.996,19.6,79.3
17/07/2018,62.9,48.8,2.2,281,4.56,78.3,90,29.967,12.7,78.9,63,29.8,3.7,0.62,0.01,47.4,33,29.678,17.3
18/07/2018,41,29.7,5.8,0.62,0.00,46.8,11,29.523,27.6,68.4,35.3,3.5,282,4.56,88.8,92,29.844,17.3,84.9
24/07/2018,68.0,51.6,2.7,282,4.60,85.8,76,29.876,13.8,82.5,57,29.7,4.0,0.66,0.01,56.2,11,29.580,17.3
25/07/2018,69,29.8,4.7,0.85,0.07,49.6,22,29.745,21.9,61.6,49.8,2.8,282,4.79,78.5,88,29.967,17.3,78.0
26/07/2018,58.9,48.7,2.5,284,4.87,70.9,94,30.013,11.5,77.3,72,29.9,4.2,0.93,0.02,46.7,44,29.696,16.1
27/07/2018,69,29.8,5.0,0.93,0.00,50.5,19,29.668,28.8,61.0,48.8,3.0,282,4.87,79.6,93,29.879,20.7,78.4
28/07/2018,58.1,46.8,2.5,282,4.90,77.4,95,29.950,23.0,77.9,71,29.8,3.8,0.96,0.01,46.2,21,29.656,26.5
29/07/2018,70,29.9,6.7,0.97,0.01,43.3,11,29.673,31.1,58.0,46.2,4.1,282,4.91,82.2,95,29.994,18.4,79.8
30/07/2018,58.1,39.9,2.3,282,4.91,70.6,90,30.061,11.5,77.3,55,30.0,4.3,0.97,0.00,43.2,28,29.841,17.3
31/07/2018,49,29.9,4.2,0.97,0.00,37.3,17,29.768,19.6,59.7,36.7,2.4,282,4.91,76.8,90,30.064,16.1,77.1
1/08/2018,60.3,39.8,2.1,281,4.91,77.9,80,29.917,11.5,77.6,51,29.8,3.5,0.00,0.00,43.3,20,29.735,18.4
2/08/2018,49,29.7,3.4,0.00,0.00,43.3,18,29.541,24.2,64.1,40.6,1.9,281,4.91,84.5,88,29.882,17.3,81.7
3/08/2018,64.0,42.0,5.1,281,4.96,76.0,83,29.771,17.3,77.4,47,29.6,8.1,0.05,0.01,56.6,24,29.473,27.6
4/08/2018,30,29.6,8.8,0.06,0.01,57.8,19,29.506,38.0,68.9,35.7,5.7,281,4.97,81.4,48,29.729,20.7,79.5
5/08/2018,64.9,43.0,3.7,281,4.99,79.4,83,29.792,24.2,78.4,47,29.6,5.8,0.08,0.01,53.2,22,29.528,26.5
6/08/2018,64,29.8,4.6,0.08,0.00,46.7,34,29.697,20.7,61.5,48.3,2.6,282,4.99,74.2,92,29.902,15.0,77.3
7/08/2018,61.5,44.4,2.1,282,4.99,76.7,93,29.950,12.7,77.9,59,29.8,3.6,0.08,0.00,43.6,19,29.674,19.6
8/08/2018,65,29.8,3.8,0.11,0.01,43.1,33,29.746,19.6,59.2,46.6,2.2,282,5.02,75.8,88,29.899,12.7,77.6
9/08/2018,62.7,39.8,1.9,282,5.03,79.4,92,29.990,15.0,78.5,51,29.9,3.5,0.12,0.01,43.2,19,29.776,19.6
10/08/2018,45,29.9,4.2,0.12,0.00,43.2,21,29.769,19.6,63.5,38.9,2.4,282,5.03,79.6,78,29.959,13.8,78.8
11/08/2018,64.2,35.3,2.2,282,5.03,82.2,77,29.957,12.7,79.9,40,29.8,3.8,0.12,0.00,41.6,13,29.684,19.6
12/08/2018,39,29.7,4.5,0.12,0.00,41.5,12,29.598,18.4,63.9,33.9,2.6,282,5.03,83.2,75,29.836,12.7,80.4
13/08/2018,62.3,33.9,2.8,282,5.03,79.4,72,29.778,15.0,78.3,39,29.7,4.8,0.12,0.00,40.3,19,29.579,19.6
14/08/2018,64,29.7,3.9,0.19,0.01,43.1,34,29.650,24.2,57.7,44.7,2.4,282,5.10,74.0,91,29.878,17.3,77.4
15/08/2018,68.7,35.0,3.1,281,5.10,86.7,95,29.837,15.0,83.3,39,29.7,5.3,0.19,0.00,44.6,7,29.588,26.5
16/08/2018,47,29.8,4.5,0.19,0.00,42.3,16,29.667,26.5,62.6,38.5,2.6,282,5.10,79.8,86,29.941,18.4,78.8
17/08/2018,62.6,41.6,2.2,282,5.10,82.4,77,30.003,16.1,80.2,51,29.8,3.5,0.19,0.00,44.9,20,29.706,21.9
18/08/2018,60,29.8,6.1,0.29,0.02,46.7,26,29.674,32.2,58.6,42.3,4.0,282,5.20,73.7,88,29.958,23.0,77.4
19/08/2018,53.2,39.8,2.7,282,5.21,65.2,94,30.020,13.8,65.2,64,29.9,4.7,0.30,0.01,41.1,37,29.784,26.5
20/08/2018,60,30.0,3.5,0.30,0.00,33.4,26,29.834,17.3,53.7,38.0,1.9,281,5.21,72.1,92,30.122,12.7,77.3
21/08/2018,54.6,44.7,2.5,282,5.30,70.3,93,30.050,16.1,77.3,72,29.9,4.3,0.39,0.02,45.2,33,29.825,33.4
22/08/2018,67,29.9,4.3,0.40,0.01,45.2,37,29.710,17.3,58.4,45.7,2.6,282,5.31,69.6,95,30.034,12.7,77.4
23/08/2018,63.3,35.5,7.6,282,5.32,74.7,74,29.780,20.7,76.3,39,29.7,11.6,0.41,0.01,49.5,19,29.542,38.0
24/08/2018,27,29.6,6.5,0.41,0.00,53.5,10,29.477,25.3,66.9,29.5,4.3,282,5.32,84.5,44,29.685,17.3,81.5
25/08/2018,64.0,35.2,3.5,282,5.33,84.0,69,29.791,17.3,81.1,38,29.7,5.5,0.42,0.01,45.8,15,29.533,25.3
26/08/2018,34,29.5,10.5,0.42,0.00,53.2,15,29.371,34.5,67.9,36.2,7.0,282,5.33,79.0,74,29.569,24.2,77.8
27/08/2018,66.1,32.8,6.7,282,5.33,76.7,56,29.500,25.3,76.8,31,29.4,10.0,0.42,0.00,53.1,16,29.319,43.7
28/08/2018,55,29.7,5.4,0.42,0.00,41.9,34,29.497,19.6,55.1,38.2,3.3,282,5.33,67.3,80,29.885,15.0,67.3
29/08/2018,59.0,27.6,3.4,281,5.33,81.8,93,30.006,17.3,79.5,44,29.8,5.3,0.42,0.00,35.9,10,29.677,26.5
30/08/2018,26,29.7,5.5,0.42,0.00,38.0,11,29.608,31.1,61.7,22.4,3.6,281,5.33,82.2,58,29.907,19.6,79.7
31/08/2018,61.0,27.1,2.8,282,5.33,78.1,62,29.812,18.4,77.1,30,29.6,4.5,0.42,0.00,39.9,14,29.516,27.6
1/09/2018,61.2,31.5,3.3,281,5.33,77.7,55,29.733,25.3,77.7,34,29.6,5.0,0.00,0.00,46.5,21,29.496,29.9
2/09/2018,42,29.8,4.0,0.00,0.00,37.5,15,29.641,19.6,56.4,31.2,2.3,281,5.33,77.6,72,29.891,12.7,77.3
3/09/2018,56.0,33.9,1.4,282,5.33,73.2,71,29.884,12.7,76.4,47,29.8,2.5,0.00,0.00,42.3,16,29.685,18.4
4/09/2018,60,29.8,3.4,0.21,0.03,41.1,19,29.675,31.1,54.0,37.9,2.0,281,5.54,74.9,85,29.996,20.7,76.9
5/09/2018,53.8,44.7,2.3,282,5.54,65.6,88,30.100,13.8,65.6,72,30.0,3.9,0.21,0.00,47.0,49,29.869,16.1
6/09/2018,74,30.1,2.9,0.65,0.14,40.2,41,29.958,20.7,51.8,43.0,1.7,283,5.98,68.1,92,30.218,13.8,77.5
7/09/2018,53.0,41.8,1.9,282,5.99,70.1,93,30.264,16.1,77.5,70,30.0,3.5,0.66,0.01,34.4,34,29.909,19.6
8/09/2018,55,29.8,4.2,0.66,0.00,37.9,17,29.585,26.5,57.7,37.8,2.5,282,5.99,75.8,94,30.024,16.1,76.8
9/09/2018,62.8,33.5,3.3,282,5.99,77.2,58,29.768,15.0,77.1,36,29.6,5.1,0.66,0.00,46.4,17,29.545,26.5
10/09/2018,37,29.7,3.2,0.66,0.00,36.6,7,29.590,19.6,59.5,28.3,1.9,282,5.99,87.2,71,29.877,13.8,83.7
13/09/2018,73.4,12.5,7.4,281,5.99,83.2,22,29.595,19.6,80.5,10,29.5,11.0,0.66,0.00,56.5,6,29.413,26.5
14/09/2018,12,29.6,8.4,0.66,0.00,49.2,5,29.499,19.6,69.1,12.2,5.2,281,5.99,81.6,35,29.754,17.3,79.3
15/09/2018,63.1,22.9,2.6,281,5.99,81.8,54,29.846,11.5,79.4,25,29.7,4.5,0.66,0.00,40.9,9,29.562,17.3
16/09/2018,29,29.6,6.2,0.66,0.00,43.5,10,29.511,24.2,64.8,28.3,4.0,280,5.99,83.8,57,29.807,18.4,80.9
17/09/2018,64.8,31.4,2.9,281,5.99,82.4,51,29.736,18.4,79.9,31,29.6,4.8,0.66,0.00,48.2,15,29.534,20.7
18/09/2018,42,29.6,5.8,0.66,0.00,41.5,12,29.497,29.9,62.4,35.2,3.7,281,5.99,83.6,74,29.802,21.9,80.8
19/09/2018,61.0,35.4,4.1,281,6.00,79.6,77,29.656,18.4,78.2,43,29.5,6.6,0.67,0.01,45.2,12,29.401,26.5
20/09/2018,37,29.5,8.1,0.67,0.00,47.0,11,29.398,33.4,60.1,28.4,4.9,282,6.00,72.7,80,29.866,20.7,74.8
21/09/2018,50.2,34.3,2.3,282,6.00,68.4,86,30.134,12.7,76.9,58,30.0,4.0,0.67,0.00,31.0,33,29.808,18.4
22/09/2018,33,29.9,5.8,0.67,0.00,31.8,8,29.719,25.3,55.6,17.3,3.7,282,6.00,77.0,80,30.094,17.3,75.8
23/09/2018,57.5,20.2,3.6,282,6.00,75.8,47,29.906,19.6,75.8,25,29.7,5.7,0.67,0.00,36.8,13,29.517,29.9
24/09/2018,41,29.6,10.0,0.68,0.01,44.6,20,29.414,34.5,55.5,31.1,6.8,282,6.01,68.1,69,29.695,25.3,73.8
25/09/2018,47.6,22.8,4.5,282,6.01,59.2,70,30.158,19.6,59.2,40,29.9,7.4,0.68,0.00,35.6,18,29.618,27.6
26/09/2018,39,30.0,3.9,0.68,0.00,26.1,7,29.739,18.4,48.1,17.2,2.2,282,6.01,69.1,86,30.248,11.5,70.7
27/09/2018,58.0,14.2,5.3,282,6.01,73.5,38,29.829,15.0,74.5,18,29.7,8.5,0.68,0.00,42.5,12,29.552,21.9
28/09/2018,71,29.9,4.3,0.68,0.00,30.9,38,29.746,18.4,39.4,30.3,2.3,282,6.01,47.6,86,30.089,12.7,47.6
29/09/2018,57.6,20.9,4.9,282,6.01,78.3,88,29.980,21.9,76.8,33,29.7,7.2,0.68,0.00,33.4,9,29.484,28.8
30/09/2018,46,29.7,6.9,0.68,0.00,39.6,7,29.440,32.2,53.7,28.6,4.9,282,6.01,75.8,80,29.840,20.7,76.5
1/10/2018,56.7,32.4,3.8,286,6.01,70.9,77,29.991,17.3,75.0,42,29.7,5.6,0.00,0.00,40.1,21,29.362,24.2
2/10/2018,46,29.6,10.9,0.00,0.00,50.1,35,29.385,28.8,60.4,39.4,7.2,282,6.01,67.3,63,29.717,19.6,67.3
3/10/2018,59.8,37.9,8.3,282,6.01,72.3,70,29.877,20.7,76.3,46,29.5,12.2,0.00,0.00,44.3,25,29.370,34.5
4/10/2018,58,29.7,11.3,0.04,0.01,37.9,26,29.525,46.0,48.6,33.0,7.5,282,6.05,59.2,84,29.892,28.8,59.2
5/10/2018,50.0,32.6,7.8,282,6.06,62.0,92,29.877,24.2,62.0,54,29.6,11.6,0.05,0.01,35.9,27,29.477,34.5
6/10/2018,84,29.8,3.0,0.14,0.01,33.5,65,29.716,11.5,38.7,34.1,1.6,282,6.15,46.0,92,29.971,10.4,46.0
7/10/2018,38.6,34.9,2.3,282,6.17,50.7,93,29.828,10.4,50.7,87,29.7,3.9,0.16,0.01,35.3,58,29.576,13.8
8/10/2018,91,29.8,3.6,0.22,0.01,30.3,85,29.724,12.7,32.6,30.1,2.1,283,6.23,36.0,93,29.934,9.2,36.0
9/10/2018,31.2,28.3,1.8,283,6.24,36.2,92,29.941,10.4,36.2,89,29.9,3.0,0.23,0.01,28.4,76,29.812,13.8
10/10/2018,89,30.0,2.9,0.29,0.01,24.1,86,29.853,8.1,26.5,23.7,1.7,283,6.30,30.0,92,30.116,6.9,30.0
11/10/2018,33.3,26.3,1.8,283,6.55,49.1,90,30.143,9.2,49.1,77,30.0,3.0,0.54,0.02,21.6,51,29.753,17.3
12/10/2018,39,29.8,12.6,0.54,0.00,33.4,22,29.646,29.9,44.1,19.3,8.5,282,6.55,55.7,85,29.900,20.7,55.7
13/10/2018,46.3,18.3,8.3,282,6.57,56.3,89,29.825,20.7,56.3,37,29.6,11.9,0.56,0.01,25.0,20,29.412,25.3
14/10/2018,83,30.2,2.5,0.72,0.05,7.4,78,29.531,11.5,17.9,13.7,1.5,288,6.73,25.0,89,30.567,8.1,25.0
15/10/2018,19.9,10.8,1.1,283,6.84,42.1,82,30.811,8.1,42.1,69,30.5,1.7,0.83,0.01,-0.0,41,30.400,10.4
16/10/2018,68,30.4,1.7,0.83,0.00,15.7,39,30.297,11.5,31.1,20.6,1.0,283,6.84,49.8,87,30.577,9.2,49.8
17/10/2018,34.7,24.5,1.1,283,6.85,50.5,90,30.570,8.1,50.5,69,30.4,2.2,0.84,0.01,21.1,41,30.212,12.7
18/10/2018,59,30.1,3.6,0.85,0.01,23.2,16,29.917,20.7,40.3,23.4,2.2,283,6.86,62.1,91,30.336,12.7,62.1
19/10/2018,44.9,22.9,2.2,283,6.86,60.1,79,30.321,10.4,60.1,46,30.1,3.9,0.85,0.00,29.1,18,29.915,16.1
20/10/2018,56,30.3,2.2,0.85,0.00,23.5,21,30.101,11.5,40.7,23.0,1.2,283,6.86,61.5,87,30.492,8.1,61.5
21/10/2018,48.9,24.1,5.0,282,6.86,67.1,83,30.125,17.3,67.1,43,30.0,7.7,0.85,0.00,26.1,19,29.753,26.5
22/10/2018,55,30.0,2.7,0.85,0.00,29.4,21,29.882,12.7,45.3,27.6,1.5,282,6.86,66.1,87,30.154,8.1,66.1
23/10/2018,43.8,31.2,1.7,282,6.86,62.4,85,30.081,10.4,62.4,65,30.0,2.9,0.85,0.00,31.9,20,29.789,12.7
24/10/2018,53,29.8,4.6,0.85,0.00,35.9,23,29.710,19.6,45.9,27.5,2.7,282,6.86,57.3,81,29.947,12.7,57.2
25/10/2018,46.7,22.7,4.5,283,6.86,61.8,60,29.933,13.8,61.8,40,29.8,7.2,0.85,0.00,35.0,19,29.682,19.6
26/10/2018,35,29.8,14.4,0.85,0.00,42.6,19,29.759,31.1,48.4,21.6,9.7,283,6.86,58.7,48,29.979,20.7,58.7
27/10/2018,53.3,26.6,10.3,282,6.86,64.5,78,29.935,28.8,64.5,37,29.8,14.8,0.85,0.00,38.3,24,29.650,38.0
28/10/2018,48,29.9,7.6,0.85,0.00,30.9,19,29.663,25.3,49.4,25.2,5.3,282,6.86,67.3,90,30.040,18.4,67.3
29/10/2018,56.1,16.0,8.5,282,6.87,66.8,59,29.731,26.5,66.8,21,29.6,12.4,0.86,0.01,40.3,13,29.402,39.1
30/10/2018,87,29.9,3.1,0.99,0.01,27.8,60,29.623,16.1,31.5,28.2,1.9,275,7.00,40.3,92,30.121,9.2,40.2
31/10/2018,30.8,22.8,2.1,262,7.26,40.2,92,30.221,16.1,40.2,75,30.0,3.3,1.25,0.01,22.9,22,29.834,26.5
1/11/2018,36.5,17.6,7.1,283,7.26,43.6,63,29.972,19.6,43.6,46,29.9,10.4,0.00,0.00,30.7,34,29.812,26.5
2/11/2018,51,29.7,14.8,0.02,0.01,34.0,34,29.459,42.6,43.6,26.3,9.8,283,7.28,51.0,77,29.907,28.8,51.0
3/11/2018,35.8,23.5,4.5,283,7.28,46.8,84,30.064,21.9,46.8,62,29.8,6.9,0.02,0.00,29.5,27,29.504,31.1
4/11/2018,52,29.7,12.6,0.02,0.00,29.1,43,29.478,34.5,36.1,20.1,8.3,282,7.28,41.3,73,29.994,26.5,41.3
5/11/2018,34.5,15.9,7.4,283,7.28,40.9,80,29.831,20.7,40.9,48,29.7,11.4,0.02,0.00,27.0,27,29.546,36.8
6/11/2018,46,30.0,9.3,0.02,0.00,22.4,23,29.827,32.2,30.1,10.5,6.2,283,7.28,38.0,76,30.115,20.7,38.0
7/11/2018,26.1,10.8,3.5,283,7.28,38.3,80,30.231,17.3,38.3,57,30.1,5.2,0.02,0.00,16.5,22,29.989,25.3
10/11/2018,34,29.9,11.9,0.02,0.00,24.1,11,29.721,34.5,34.6,3.3,8.3,283,7.28,45.4,82,30.382,27.6,45.4
11/11/2018,17.3,12.6,2.8,283,7.28,24.1,84,30.545,10.4,24.1,81,30.3,4.3,0.02,0.00,11.9,77,29.956,13.8
12/11/2018,63,30.6,3.7,0.09,0.01,6.3,27,30.483,20.7,14.2,2.4,2.3,283,7.35,26.9,82,30.746,16.1,26.9
15/11/2018,41.3,10.7,6.7,283,7.36,53.1,57,30.456,20.7,53.1,29,29.9,9.8,0.10,0.00,27.9,19,29.857,32.2
16/11/2018,30,29.8,9.1,0.10,0.00,27.9,14,29.639,26.5,41.3,10.1,6.3,282,7.36,54.5,73,29.954,19.6,54.5
17/11/2018,20.6,16.7,2.7,283,7.37,30.6,91,30.426,8.1,30.6,85,30.2,4.5,0.11,0.01,7.9,73,29.879,11.5
18/11/2018,47,30.3,10.0,0.21,0.01,-5.6,17,29.939,28.8,22.0,0.6,7.0,283,7.47,39.9,83,30.619,23.0,39.9
19/11/2018,31.2,4.6,5.4,283,7.47,43.9,74,30.264,19.6,43.9,36,30.1,7.8,0.21,0.00,15.6,16,29.949,28.8
20/11/2018,43,30.2,5.4,0.21,0.00,14.3,17,29.952,19.6,33.2,9.7,3.6,282,7.47,50.8,79,30.300,12.7,50.8
21/11/2018,34.8,7.1,3.7,283,7.47,52.6,71,30.387,16.1,52.6,36,30.2,5.3,0.21,0.00,17.8,14,29.917,19.6
